sample_id	URL
ERR4560870	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560870&result=read_run&fields=fastq_ftp
ERR4560871	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560871&result=read_run&fields=fastq_ftp
ERR4560872	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560872&result=read_run&fields=fastq_ftp
ERR4560873	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560873&result=read_run&fields=fastq_ftp
ERR4560874	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560874&result=read_run&fields=fastq_ftp
ERR4560875	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560875&result=read_run&fields=fastq_ftp
ERR4560876	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4560876&result=read_run&fields=fastq_ftp
ERR4563449	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563449&result=read_run&fields=fastq_ftp
ERR4563450	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563450&result=read_run&fields=fastq_ftp
ERR4563451	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563451&result=read_run&fields=fastq_ftp
ERR4563452	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563452&result=read_run&fields=fastq_ftp
ERR4563453	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563453&result=read_run&fields=fastq_ftp
ERR4563463	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563463&result=read_run&fields=fastq_ftp
ERR4563464	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563464&result=read_run&fields=fastq_ftp
ERR4563465	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563465&result=read_run&fields=fastq_ftp
ERR4563466	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563466&result=read_run&fields=fastq_ftp
ERR4563492	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563492&result=read_run&fields=fastq_ftp
ERR4563493	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563493&result=read_run&fields=fastq_ftp
ERR4563494	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563494&result=read_run&fields=fastq_ftp
ERR4563495	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563495&result=read_run&fields=fastq_ftp
ERR4563496	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563496&result=read_run&fields=fastq_ftp
ERR4563497	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563497&result=read_run&fields=fastq_ftp
ERR4563498	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563498&result=read_run&fields=fastq_ftp
ERR4563499	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563499&result=read_run&fields=fastq_ftp
ERR4563547	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563547&result=read_run&fields=fastq_ftp
ERR4563548	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563548&result=read_run&fields=fastq_ftp
ERR4563549	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563549&result=read_run&fields=fastq_ftp
ERR4563550	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563550&result=read_run&fields=fastq_ftp
ERR4563551	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563551&result=read_run&fields=fastq_ftp
ERR4563557	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563557&result=read_run&fields=fastq_ftp
ERR4563558	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563558&result=read_run&fields=fastq_ftp
ERR4563559	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563559&result=read_run&fields=fastq_ftp
ERR4563560	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563560&result=read_run&fields=fastq_ftp
ERR4563570	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563570&result=read_run&fields=fastq_ftp
ERR4563571	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563571&result=read_run&fields=fastq_ftp
ERR4563572	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563572&result=read_run&fields=fastq_ftp
ERR4563573	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563573&result=read_run&fields=fastq_ftp
ERR4563574	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563574&result=read_run&fields=fastq_ftp
ERR4563625	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563625&result=read_run&fields=fastq_ftp
ERR4563626	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563626&result=read_run&fields=fastq_ftp
ERR4563627	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563627&result=read_run&fields=fastq_ftp
ERR4563628	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563628&result=read_run&fields=fastq_ftp
ERR4563633	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563633&result=read_run&fields=fastq_ftp
ERR4563634	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563634&result=read_run&fields=fastq_ftp
ERR4563635	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563635&result=read_run&fields=fastq_ftp
ERR4563636	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563636&result=read_run&fields=fastq_ftp
ERR4563637	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563637&result=read_run&fields=fastq_ftp
ERR4563643	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563643&result=read_run&fields=fastq_ftp
ERR4563644	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563644&result=read_run&fields=fastq_ftp
ERR4563645	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563645&result=read_run&fields=fastq_ftp
ERR4563646	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563646&result=read_run&fields=fastq_ftp
ERR4561201	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561201&result=read_run&fields=fastq_ftp
ERR4561202	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561202&result=read_run&fields=fastq_ftp
ERR4561203	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561203&result=read_run&fields=fastq_ftp
ERR4561204	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561204&result=read_run&fields=fastq_ftp
ERR4561205	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561205&result=read_run&fields=fastq_ftp
ERR4563688	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563688&result=read_run&fields=fastq_ftp
ERR4563689	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563689&result=read_run&fields=fastq_ftp
ERR4563690	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563690&result=read_run&fields=fastq_ftp
ERR4563691	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563691&result=read_run&fields=fastq_ftp
ERR4563692	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563692&result=read_run&fields=fastq_ftp
ERR4563693	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563693&result=read_run&fields=fastq_ftp
ERR4563694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563694&result=read_run&fields=fastq_ftp
ERR4563718	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563718&result=read_run&fields=fastq_ftp
ERR4563719	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563719&result=read_run&fields=fastq_ftp
ERR4563720	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563720&result=read_run&fields=fastq_ftp
ERR4563721	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563721&result=read_run&fields=fastq_ftp
ERR4563722	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563722&result=read_run&fields=fastq_ftp
ERR4561285	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561285&result=read_run&fields=fastq_ftp
ERR4561286	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561286&result=read_run&fields=fastq_ftp
ERR4561287	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561287&result=read_run&fields=fastq_ftp
ERR4561288	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561288&result=read_run&fields=fastq_ftp
ERR4561289	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561289&result=read_run&fields=fastq_ftp
ERR4563723	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563723&result=read_run&fields=fastq_ftp
ERR4563724	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563724&result=read_run&fields=fastq_ftp
ERR4563725	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563725&result=read_run&fields=fastq_ftp
ERR4563726	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563726&result=read_run&fields=fastq_ftp
ERR4563727	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563727&result=read_run&fields=fastq_ftp
ERR4563728	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563728&result=read_run&fields=fastq_ftp
ERR4563729	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563729&result=read_run&fields=fastq_ftp
ERR4563730	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563730&result=read_run&fields=fastq_ftp
ERR4563731	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563731&result=read_run&fields=fastq_ftp
ERR4563732	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563732&result=read_run&fields=fastq_ftp
ERR4563733	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563733&result=read_run&fields=fastq_ftp
ERR4563734	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563734&result=read_run&fields=fastq_ftp
ERR4563735	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563735&result=read_run&fields=fastq_ftp
ERR4563736	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563736&result=read_run&fields=fastq_ftp
ERR4563737	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563737&result=read_run&fields=fastq_ftp
ERR4563738	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563738&result=read_run&fields=fastq_ftp
ERR4561321	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561321&result=read_run&fields=fastq_ftp
ERR4561322	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561322&result=read_run&fields=fastq_ftp
ERR4561323	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561323&result=read_run&fields=fastq_ftp
ERR4561324	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561324&result=read_run&fields=fastq_ftp
ERR4561339	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561339&result=read_run&fields=fastq_ftp
ERR4561340	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561340&result=read_run&fields=fastq_ftp
ERR4561341	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561341&result=read_run&fields=fastq_ftp
ERR4561342	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561342&result=read_run&fields=fastq_ftp
ERR4561428	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561428&result=read_run&fields=fastq_ftp
ERR4561429	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561429&result=read_run&fields=fastq_ftp
ERR4561430	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561430&result=read_run&fields=fastq_ftp
ERR4561431	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561431&result=read_run&fields=fastq_ftp
ERR4561437	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561437&result=read_run&fields=fastq_ftp
ERR4561438	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561438&result=read_run&fields=fastq_ftp
ERR4561439	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561439&result=read_run&fields=fastq_ftp
ERR4561440	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561440&result=read_run&fields=fastq_ftp
ERR4561441	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561441&result=read_run&fields=fastq_ftp
ERR4561442	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561442&result=read_run&fields=fastq_ftp
ERR4561443	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561443&result=read_run&fields=fastq_ftp
ERR4561444	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561444&result=read_run&fields=fastq_ftp
ERR4561445	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561445&result=read_run&fields=fastq_ftp
ERR4561446	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561446&result=read_run&fields=fastq_ftp
ERR4561474	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561474&result=read_run&fields=fastq_ftp
ERR4561475	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561475&result=read_run&fields=fastq_ftp
ERR4561476	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561476&result=read_run&fields=fastq_ftp
ERR4561477	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561477&result=read_run&fields=fastq_ftp
ERR4563823	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563823&result=read_run&fields=fastq_ftp
ERR4563824	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563824&result=read_run&fields=fastq_ftp
ERR4563825	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563825&result=read_run&fields=fastq_ftp
ERR4563826	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563826&result=read_run&fields=fastq_ftp
ERR4563827	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563827&result=read_run&fields=fastq_ftp
ERR4561518	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561518&result=read_run&fields=fastq_ftp
ERR4561519	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561519&result=read_run&fields=fastq_ftp
ERR4561520	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561520&result=read_run&fields=fastq_ftp
ERR4561521	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561521&result=read_run&fields=fastq_ftp
ERR4561527	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561527&result=read_run&fields=fastq_ftp
ERR4561528	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561528&result=read_run&fields=fastq_ftp
ERR4561529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561529&result=read_run&fields=fastq_ftp
ERR4561530	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561530&result=read_run&fields=fastq_ftp
ERR4561531	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561531&result=read_run&fields=fastq_ftp
ERR4564402	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564402&result=read_run&fields=fastq_ftp
ERR4564403	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564403&result=read_run&fields=fastq_ftp
ERR4564404	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564404&result=read_run&fields=fastq_ftp
ERR4564405	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564405&result=read_run&fields=fastq_ftp
ERR4561685	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561685&result=read_run&fields=fastq_ftp
ERR4561686	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561686&result=read_run&fields=fastq_ftp
ERR4561687	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561687&result=read_run&fields=fastq_ftp
ERR4561688	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561688&result=read_run&fields=fastq_ftp
ERR4564406	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564406&result=read_run&fields=fastq_ftp
ERR4564407	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564407&result=read_run&fields=fastq_ftp
ERR4564408	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564408&result=read_run&fields=fastq_ftp
ERR4564409	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564409&result=read_run&fields=fastq_ftp
ERR4564428	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564428&result=read_run&fields=fastq_ftp
ERR4564429	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564429&result=read_run&fields=fastq_ftp
ERR4564430	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564430&result=read_run&fields=fastq_ftp
ERR4564431	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564431&result=read_run&fields=fastq_ftp
ERR4561755	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561755&result=read_run&fields=fastq_ftp
ERR4561756	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561756&result=read_run&fields=fastq_ftp
ERR4561786	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561786&result=read_run&fields=fastq_ftp
ERR4561787	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561787&result=read_run&fields=fastq_ftp
ERR4561788	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561788&result=read_run&fields=fastq_ftp
ERR4561789	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561789&result=read_run&fields=fastq_ftp
ERR4564463	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564463&result=read_run&fields=fastq_ftp
ERR4564464	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564464&result=read_run&fields=fastq_ftp
ERR4564465	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564465&result=read_run&fields=fastq_ftp
ERR4564466	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564466&result=read_run&fields=fastq_ftp
ERR4564467	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564467&result=read_run&fields=fastq_ftp
ERR4564468	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564468&result=read_run&fields=fastq_ftp
ERR4561830	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561830&result=read_run&fields=fastq_ftp
ERR4561831	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561831&result=read_run&fields=fastq_ftp
ERR4561832	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561832&result=read_run&fields=fastq_ftp
ERR4561833	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4561833&result=read_run&fields=fastq_ftp
ERR4564474	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564474&result=read_run&fields=fastq_ftp
ERR4564475	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564475&result=read_run&fields=fastq_ftp
ERR4564476	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564476&result=read_run&fields=fastq_ftp
ERR4564477	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564477&result=read_run&fields=fastq_ftp
ERR4564478	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564478&result=read_run&fields=fastq_ftp
ERR4562016	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562016&result=read_run&fields=fastq_ftp
ERR4562017	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562017&result=read_run&fields=fastq_ftp
ERR4562018	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562018&result=read_run&fields=fastq_ftp
ERR4562019	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562019&result=read_run&fields=fastq_ftp
ERR4562093	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562093&result=read_run&fields=fastq_ftp
ERR4562094	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562094&result=read_run&fields=fastq_ftp
ERR4562095	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562095&result=read_run&fields=fastq_ftp
ERR4562096	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562096&result=read_run&fields=fastq_ftp
ERR4562097	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562097&result=read_run&fields=fastq_ftp
ERR4562098	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562098&result=read_run&fields=fastq_ftp
ERR4562125	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562125&result=read_run&fields=fastq_ftp
ERR4562126	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562126&result=read_run&fields=fastq_ftp
ERR4562127	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562127&result=read_run&fields=fastq_ftp
ERR4562128	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562128&result=read_run&fields=fastq_ftp
ERR4562147	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562147&result=read_run&fields=fastq_ftp
ERR4562148	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562148&result=read_run&fields=fastq_ftp
ERR4562149	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562149&result=read_run&fields=fastq_ftp
ERR4562150	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562150&result=read_run&fields=fastq_ftp
ERR4564484	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564484&result=read_run&fields=fastq_ftp
ERR4564485	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564485&result=read_run&fields=fastq_ftp
ERR4564486	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564486&result=read_run&fields=fastq_ftp
ERR4564487	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564487&result=read_run&fields=fastq_ftp
ERR4562276	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562276&result=read_run&fields=fastq_ftp
ERR4562277	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562277&result=read_run&fields=fastq_ftp
ERR4562278	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562278&result=read_run&fields=fastq_ftp
ERR4562279	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562279&result=read_run&fields=fastq_ftp
ERR4562300	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562300&result=read_run&fields=fastq_ftp
ERR4562301	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562301&result=read_run&fields=fastq_ftp
ERR4562302	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562302&result=read_run&fields=fastq_ftp
ERR4562303	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562303&result=read_run&fields=fastq_ftp
ERR4562304	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562304&result=read_run&fields=fastq_ftp
ERR4562305	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562305&result=read_run&fields=fastq_ftp
ERR4562415	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562415&result=read_run&fields=fastq_ftp
ERR4562416	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562416&result=read_run&fields=fastq_ftp
ERR4562417	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562417&result=read_run&fields=fastq_ftp
ERR4562418	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562418&result=read_run&fields=fastq_ftp
ERR4562529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562529&result=read_run&fields=fastq_ftp
ERR4562530	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562530&result=read_run&fields=fastq_ftp
ERR4562531	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562531&result=read_run&fields=fastq_ftp
ERR4562532	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562532&result=read_run&fields=fastq_ftp
ERR4562540	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562540&result=read_run&fields=fastq_ftp
ERR4562541	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562541&result=read_run&fields=fastq_ftp
ERR4562542	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562542&result=read_run&fields=fastq_ftp
ERR4562543	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562543&result=read_run&fields=fastq_ftp
ERR4562544	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562544&result=read_run&fields=fastq_ftp
ERR4562545	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562545&result=read_run&fields=fastq_ftp
ERR4562558	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562558&result=read_run&fields=fastq_ftp
